Organismgrupp,Svenska,Latin,R20,ÅGP,Tu,Si,N2,AD,FD,ASF,_50%,PFS,Ca,Sk,Information
Skalbaggar,Prionocyphon serricornis,Prionocyphon serricornis,,,,,,,,,,,x,,"Vattenfyllda håligheter i lövträd. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Prionychus ater,Prionychus ater,,,,,,,,,,,x,,"Ihåliga lövträd. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Prostomis mandibularis,Prostomis mandibularis,Starkt hotad EN,x,,,,,,,,,,3.0,"Rödlistekriterium 2020: B2ab(iii)

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 5 x 5 km."
Skalbaggar,Prydnadsbock,Anaglyptus mysticus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Prästkragespolvivel,Cyphocleonus trisulcatus,Akut hotad CR,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Pseudocistela ceramboides,Pseudocistela ceramboides,,,,,,,,,,,x,,"Murken ved av främst ek. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Psilothrix viridicoerulea,Psilothrix viridicoerulea,Kunskapsbrist DD,,,,,,,,,,,,
Skalbaggar,Ptenidium gressneri,Ptenidium gressneri,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Pteryngium crenatum,Pteryngium crenatum,,,,,,,,,,,x,,"Klibbticka i äldre granbestånd. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Pteryx splendens,Pteryx splendens,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Ptinus lichenum,Ptinus lichenum,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Ptinus podolicus,Ptinus podolicus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Puktörnespetsvivel,Holotrichapion ononis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Punkterad snabbagge,Cordicollis gracilis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Pysslingvivel,Ceutorhynchus pumilio,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Quedius balticus,Quedius balticus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B1b(iii)+2b(iii)
Skalbaggar,Quedius lundbergi,Quedius lundbergi,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Quedius microps,Quedius microps,,,,,,,,,,,x,,"Ihåliga lövträd. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Quedius truncicola,Quedius truncicola,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Quedius vexans,Quedius vexans,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Raggbock,Tragosoma depsarium,Sårbar VU,x,,,x,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)

Åsbarrskog (9060)

Taiga (9010)"
Skalbaggar,Ragghornig kamklobagge,Hymenophorus avajewi,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Rakhorndyvel,Onthophagus nuchicornis,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: B2ab(iii)c(iv)

Silikatgräsmarker (6270)"
Skalbaggar,Ranunkelvivel,Bagous czwalinai,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Reliktbock,Nothorhina muricata,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: A2c+3c

Åsbarrskog (9060)

Taiga (9010)"
Skalbaggar,Reliktdvärgpiga,Scymnus silesiacus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Remus sericeus,Remus sericeus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B1b(iii)c(iv)+2b(iii)c(iv)
Skalbaggar,Rhantus bistriatus,Rhantus bistriatus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Rhizophagus cribratus,Rhizophagus cribratus,,,,,,,,,,,x,,"Gamla lövträdsbestånd. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Rhizophagus grandis,Rhizophagus grandis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Ribbdyngbagge,Euheptaulacus sus,Starkt hotad EN,x,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Robust mögelbagge,Corticaria lapponica,,,,,,,,,,,x,,"Död björkved med fnösktickor. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Robust tickgnagare,Dorcatoma robusta,,,,x,,,,,,,,,
Skalbaggar,Rombjätteknäppare,Stenagostus rhombeus,Sårbar VU,x,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Romualdius angustisetulus,Romualdius angustisetulus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Rospraktbagge,Agrilus cuprescens,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Roststumpbagge,Haeterius ferrugineus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Rypobius praetermissus,Rypobius praetermissus,Kunskapsbrist DD,,,,,,,,,,,,
Skalbaggar,Rågvallmovivel,Stenocarus cardui,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Röd fallbagge,Cryptocephalus coryli,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Röd strandkrypare,Rhysothorax rufus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Röd ögonknäppare,Denticollis rubens,Starkt hotad EN,x,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Rödaxlad lundknäppare,Calambus bipustulatus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Rödbandad ristbagge,Cyrtanaspis phalerata,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Rödbent ögonbock,Ropalopus femoratus,Sårbar VU,x,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Rödbrun blankbock,Obrium brunneum,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Rödbukig dyngbagge,Rhodaphodius foetens,,,,,x,,,,,,,,Silikatgräsmarker (6270)
Skalbaggar,Rödhalsad brunbagge,Phryganophilus ruficollis,Starkt hotad EN,,,,,"II, IV",,4a§,,,,,"Rödlistekriterium 2020: B2ab(i,iii,iv)

Arten är en prioriterad art enligt art- och habitatdirektivet där den är upptagen i bilaga 2 eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Rödhalsad brunbagge (Phryganophilus ruficollis) är fridlyst enligt 4 a § i hela landet. i hela landet."
Skalbaggar,Rödhalsad köttbagge,Necrobia ruficollis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Rödhalsad svartbagge,Neomida haemorrhoidalis,,,,,,,,,,,x,,Knuten till gammal björk och bok med fnöskticka.
Skalbaggar,Rödhalsad vedsvampbagge,Mycetophagus fulvicollis,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Rödhjon,Pyrrhidium sanguineum,,,,,,,,,,,,,
Skalbaggar,Rödhuvad trädbasbagge,Vincenzellus ruficollis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Rödklöverkokongvivel,Hypera melancholica,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Rödnarvsvivel,Sibinia signata,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Rödpalpad rödrock,Ampedus hjorti,,,,,,,,,,,x,,"Ihåliga lövträd med mulm, främst ek. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Rödvingad kapuschongbagge,Bostrichus capucinus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Röllikefallbagge,Cryptocephalus bilineatus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Rönnplattnos,Gonotropis gibbosa,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Rönnpraktbagge,Agrilus mendax,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Rötvedsvivel,Dryophthorus corticalis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Saalas barkborre,Pityogenes saalasi,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sahlbergs halvknäppare,Rhacopus sahlbergi,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Saltgrävare,Dyschirius chalceus,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Saltängsdvärgpiga,Nephus limonii,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Saltängslöpare,Anisodactylus poeciloides,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Sammetsfrölöpare,Harpalus griseus,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2b(iii)c(iii,iv)"
Skalbaggar,Sandborre,Anomala dubia,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sanddyngbagge,Aphodius foetidus,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Sandknotbagge,Trox sabulosus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sandkrassingsvivel,Ceutorhynchus posthumus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Sandnarvsvivel,Sibinia phalerata,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Sandskorpvivel,Trachyphloeus heymesi,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sandspolvivel,Coniocleonus turbatus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sandstumpbagge,Hister funestus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sandtordyvel,Geotrupes spiniger,,,,,x,,,,,,,,Silikatgräsmarker (6270)
Skalbaggar,Sandvivel,Attactagenus plumbeus,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sandöstumpbagge,Plegaderus sanatus,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)
Skalbaggar,Saulcyella schmidtii,Saulcyella schmidtii,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Scaphisoma balcanicum,Scaphisoma balcanicum,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Scaphisoma subalpinum,Scaphisoma subalpinum,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Scirtes orbicularis,Scirtes orbicularis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B1b(iii)+2b(iii)
Skalbaggar,Scopaeus pusillus,Scopaeus pusillus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Scydmaenus perrisi,Scydmaenus perrisi,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sepedophilus bipunctatus,Sepedophilus bipunctatus,,,,,,,,,,,x,,"Gamla lövträdsbestånd. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Sepedophilus bipustulatus,Sepedophilus bipustulatus,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Sexfläckig blombock,Anoplodera sexguttata,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sibirisk barkborre,Pityogenes irkutensis,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sidendyngbagge,Pubinus tomentosus,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)c(iv)+2ab(iii)c(iv)
Skalbaggar,Silusa rubiginosa,Silusa rubiginosa,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Silverlöpare,Bembidion argenteolum,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Skarptandad barkborre,Ips acuminatus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Skarptandad svampborrare,Octotemnus mandibularis,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Skatnävekokongvivel,Brachypera dauci,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)c(iv)"
Skalbaggar,Skeppsvarvsfluga,Lymexylon navale,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Skimlig fjällknäppare,Lacon lepidopterus,Nationellt utdöd RE,,,,,,,6§,,,,3.0,"Skimlig fjällknäppare (Lacon lepidopterus) är fridlyst enligt 6 § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 5 x 5 km."
Skalbaggar,Skogsdammlöpare,Anthracus consputus,,,,,,,,,,,x,,Igenväxningskänslig våtmarksart.
Skalbaggar,Skogsklöverbaljvivel,Tychius lineatulus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Skogssandjägare,Cicindela sylvatica,,,,,x,,,,,,,,Åsbarrskog (9060)
Skalbaggar,Skoveldyngbagge,Euorodalus coenosus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Skrovlig flatbagge,Calitys scabra,Nära hotad NT,x,,,x,,,,,,,,"Rödlistekriterium 2020: A2c+3c

Åsbarrskog (9060)"
Skalbaggar,Skräppejordloppa,Mantura rustica,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Skräppevivel,Lixus bardanae,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Skulderfläckad gaddbagge,Mordellistena humeralis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Skulderfläckig fallbagge,Cryptocephalus distinguendus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sköldpaddsdyngbagge,Heptaulacus testudinarius,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Slemsvampmögelbagge,Enicmus apicalis,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Slät askbastborre,Hylesinus wachtli,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Slät barkbock,Asemum tenuicorne,Akut hotad CR,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)c(iv)
Skalbaggar,Slät dyngbagge,Colobopterus erraticus,,,,,x,,,,,,,,Silikatgräsmarker (6270)
Skalbaggar,Slät raggvivel,Rhinusa linariae,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Slät tallkapuschongbagge,Stephanopachys linearis,Nära hotad NT,,,,,II,,,,,,,"Rödlistekriterium 2020: B2b(iii)c(iii,iv)

Arten har enligt art- och habitatdirektivet ett sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns
upptagen i bilaga 2 till art- och habitatdirektivet."
Skalbaggar,Smal frölöpare,Harpalus anxius,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: B2b(iii)

Grässandhedar (2330)"
Skalbaggar,Smal skuggbagge,Boros schneideri,Sårbar VU,x,,,,II,,,,,,,"Rödlistekriterium 2020: B2ab(i,iii,iv)

Arten har enligt art- och habitatdirektivet ett sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns
upptagen i bilaga 2 till art- och habitatdirektivet."
Skalbaggar,Smalstumpbagge,Paromalus parallelepipedus,,,,,,,,,,,x,,"Under bark på tall och ek. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Smalvingad blombock,Strangalia attenuata,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Smaragdfallbagge,Cryptocephalus hypochoeridis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Smaragdstumpbagge,Saprinus virescens,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Smedbock,Ergates faber,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Smådyngbagge,Esymus pusillus,,,,,x,,,,,,,,Silikatgräsmarker (6270)
Skalbaggar,Småögd lundkortvinge,Quedius fulgidus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Snyltdyngbagge,Sigorus porcus,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: B2b(iii)c(iv)

Silikatgräsmarker (6270)"
Skalbaggar,Snölöpare,Nebria nivalis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Sommarsollöpare,Poecilus lepidus,,,,,,,,,,,x,,"Knuten till torra, hävdade marker."
Skalbaggar,Sotpraktbagge,Melanophila acuminata,,,,,x,,,,,,x,,"Taiga (9010). Arten har tidigare varit rödlistad och är beroende av bränder i skogen. Arten är normalt sällsynt.

Bränd barrträdsved. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Spansk fluga,Lytta vesicatoria,Akut hotad CR,x,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(iii,iv)c(iv)"
Skalbaggar,Spetsfläcksjordloppa,Longitarsus apicalis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Spetspraktbagge,Agrilus guerini,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Sphaeridium substriatum,Sphaeridium substriatum,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Sphaerius acaroides,Sphaerius acaroides,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Spindelbock,Aegomorphus clavipes,,,,x,,,,,,,,,
Skalbaggar,Splintstumpbagge,Teretrius fabricii,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Spräcklig strandlöpare,Bembidion obliquum,,,,,,,,,,,x,,Igenväxningskänslig våtmarksart.
Skalbaggar,Sprängtickgnagare,Dorcatoma substriata,,,,x,,,,,,,,,
Skalbaggar,Sprängörtsvivel,Lixus paraplecticus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Spärgelvivel,Sibinia pyrrhodactyla,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Spöklöpare,Nebria livida,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Starstumpbagge,Gnathoncus nidorum,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Stekelbock,Necydalis major,,,,x,x,,,,,,,,Taiga (9010)
Skalbaggar,Stenichnus poweri,Stenichnus poweri,Kunskapsbrist DD,,,,,,,,,,,,
Skalbaggar,Stenichnus pusillus,Stenichnus pusillus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Stenus audax,Stenus audax,Kunskapsbrist DD,,,,,,,,,,,,
Skalbaggar,Stenus cautus,Stenus cautus,Kunskapsbrist DD,,,,,,,,,,,,
Skalbaggar,Stenus excubitor,Stenus excubitor,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B1a+2a
Skalbaggar,Stenus gallicus,Stenus gallicus,Kunskapsbrist DD,,,,,,,,,,,,
Skalbaggar,Stenus glabellus,Stenus glabellus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Stenus longitarsis,Stenus longitarsis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Stenus oscillator,Stenus oscillator,Kunskapsbrist DD,,,,,,,,,,,,
Skalbaggar,Stenus providus,Stenus providus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Stenus sylvester,Stenus sylvester,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Stillfröjordloppa,Psylliodes tricolor,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)c(iv)
Skalbaggar,Stor aspborre,Trypophloeus palmi,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Stor vedsvampbagge,Mycetophagus quadripustulatus,,,,,,,,,,,x,,"Gamla lövträd med svampar, främst fjällticka och svavelticka. Tidigare rödlistad art. Arten är fortfarande sällsynt eller mindre vanlig samt knuten till specifika, ofta ovanliga substrat."
Skalbaggar,Storplattnos,Platyrhinus resinosus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Strandblombagge,Nacerdes carniolica,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Strandgräsvivel,Bagous tubulus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Strandkorslöpare,Panagaeus cruxmajor,,,,,,,,,,,x,,"Strandkorslöparen är ett rovdjur som finns på välbetade strandängar och annan fuktig mark med lågvuxen och gles vegetation, även vissa myrar och täkter med våtmarker. Strandkorslöparen är en relativt god signalart för våtmarker med kort och glesvuxen vegetation där det ofta finns en rik fauna av andra marklevande insekter"
Skalbaggar,Strandsandjägare,Cicindela maritima,Sårbar VU,x,,,x,,,,,,,,"Rödlistekriterium 2020: B2b(iii)c(iii,iv)

Större vattendrag (3210)"
Skalbaggar,Strandskinnarbagge,Thanatophilus dispar,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Strandängsjordloppa,Longitarsus reichei,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Strandängslöpare,Anisodactylus binotatus,,,,,,,,,,,x,,Igenväxningskänslig våtmarksart.
Skalbaggar,Streckdyngbagge,Esymus merdarius,,,,,,,,,,,x,,Knuten till djurspillning på torr mark.
Skalbaggar,Strimbaljvivel,Tychius polylineatus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2b(iii)
Skalbaggar,Strimmig sammetslöpare,Chlaenius quadrisulcatus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Strimsporrebagge,Chrysolina gypsophilae,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Stubbfuktbagge,Cryptophagus lysholmi,Sårbar VU,x,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Stäppspetsvivel,Squamapion oblivium,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Stäppspolvivel,Pseudocleonus grammicus,Starkt hotad EN,x,,,,,,,,,,,Rödlistekriterium 2020: B1ab(iii)+2ab(iii)
Skalbaggar,Stäppstumpbagge,Hister bissexstriatus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
Skalbaggar,Stäpptordyvel,Geotrupes mutator,Nationellt utdöd RE,,,,,,,,,,,,
Skalbaggar,Stäppögonvivel,Strophosoma faber,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,iv)"
Skalbaggar,Större aspvedbock,Saperda carcharias,,,,x,,,,,,,,,
Skalbaggar,Större barkplattbagge,Pytho kolwensis,Starkt hotad EN,x,,,,"II, IV",,4a§,,,,,"Rödlistekriterium 2020: B2ab(i,iii,iv)

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Större barkplattbagge (Pytho kolwensis) är fridlyst enligt 4 a § i hela landet."
Skalbaggar,Större ekbock,Cerambyx cerdo,Akut hotad CR,x,,,,"II, IV",,4a§,,,,,"Rödlistekriterium 2020: B1ab(iii)+2ab(iii)

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Större ekbock (Cerambyx cerdo) är fridlyst enligt 4 a § i hela landet."
Skalbaggar,Större flatbagge,Peltis grossa,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)c(iv)
Skalbaggar,Större myntejordloppa,Longitarsus ferrugineus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: B2ab(iii)
